Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,Rarity,My Price,Price
2,2,Addle,Invasion,184,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.21
24,8,Advent of the Wurm,Dragon's Maze,328,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.75,$0.75
1,1,Adventurers' Guildhouse,Legends,191,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.85,$0.94
4,4,Aegis Angel,Magic 2012,68,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.65,$0.64
7,7,Aegis Angel,Magic 2015 Core Set,190,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.45,$0.49
9,8,Aegis Angel,Magic Origins,47,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.55,$0.59
11,8,Aegis of the Gods,Journey into Nyx,54,Near Mint,English,0,0,0,0,0,0,0,Rare,$1.00,$1.19
2,2,Aeolipile,Fallen Empires,152,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.45,$0.40
2,2,Aerathi Berserker,Legends,90,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.35,$0.56
2,2,Aether Barrier,Nemesis,331,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.37
7,7,Aether Mutation,Apocalypse,98,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.23
1,1,Aether Tide,Exodus,29,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
33,8,Aetherling,Dragon's Maze,249,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.65,$0.61
28,8,Aetherspouts,Magic 2015 Core Set,197,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.55,$0.53
1,1,Afterlife,Mercadian Masques,67,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.19
2,2,Afterlife,Mirage,26,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.20
4,4,Agent of Shauku,Prophecy,1,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
50,8,Agent of the Fates,Theros,81,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.30
9,8,Aggressive Mining,Magic 2015 Core Set,30,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.26
4,4,Aggressive Urge,Invasion,55,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
4,4,Agonizing Demise,Invasion,76,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Agonizing Memories,Weatherlight,29,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.21
13,8,Air Bladder,Nemesis,127,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Air Elemental,Revised Edition,96,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.16
1,1,Aisling Leprechaun,Legends,151,Near Mint,English,0,0,0,0,0,0,0,Common,$0.25,$0.26
4,4,"Ajani, Caller of the Pride",Magic 2013,23,Near Mint,English,0,0,0,0,0,0,0,Rare,$5.25,$5.14
4,4,"Ajani, Mentor of Heroes",Journey into Nyx,58,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$12.50,$12.69
13,8,Ajani's Chosen,Magic 2014 Core Set,14,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$0.30,$0.34
36,8,Akoum Firebird,Battle for Zendikar,246,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$0.99,$0.61
35,8,Akoum Hellkite,Battle for Zendikar,97,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.27
40,8,Akroan Horse,Theros,2,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.15,$0.24
1,1,Alabaster Potion,Legends,3,Good (Lightly Played),English,0,0,0,0,0,0,0,Common,$0.15,$0.20
1,1,Alabaster Potion,Fourth Edition,241,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
4,4,Alabaster Wall,Mercadian Masques,181,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Aladdin's Lamp,Revised Edition,24,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.33
1,1,Albino Troll,Urza's Saga,152,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.25,$0.30
4,4,Alchemist's Refuge,Avacyn Restored,138,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.90,$0.98
1,1,Alchor's Tomb,Legends,164,Good (Lightly Played),English,0,0,0,0,0,0,0,Rare,$2.54,$3.62
1,1,Aleatory,Mirage,22,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.21
36,8,"Alesha, Who Smiles at Death",Fate Reforged,24,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.39
1,1,"Alexi, Zephyr Mage",Prophecy,188,Near Mint,English,0,0,0,0,0,0,0,Common,$0.45,$0.44
4,4,Alexi's Cloak,Prophecy,31,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.15,$0.21
33,8,"Alhammarret, High Arbiter",Magic Origins,29,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$0.30,$0.30
1,1,Alhammarret's Archive,Magic Origins,57,Near Mint,English,0,0,0,0,0,0,0,Rare,$4.00,$4.31
64,8,Aligned Hedron Network,Battle for Zendikar,35,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.39
3,3,Allay,Exodus,68,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.19
4,4,Alley Grifters,Mercadian Masques,92,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.16
1,1,Allied Strategies,Planeshift,4,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.20
64,8,Ally Encampment,Battle for Zendikar,138,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.90,$0.93
37,8,Alms Beast,Gatecrash,256,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.25
30,8,Alpha Brawl,Dark Ascension,261,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.32
3,3,Alpha Kavu,Planeshift,119,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.18
9,8,Altar of the Brood,Khans of Tarkir,183,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.45,$0.47
31,8,Altered Ego,Shadows over Innistrad,22,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.36
3,3,Aluren,Tempest,91,Near Mint,English,0,0,0,0,0,0,0,Rare,$14.75,$13.89
30,8,Always Watching,Shadows over Innistrad,35,Near Mint,English,0,0,0,0,0,0,0,Rare,$2.00,$2.09
1,1,Ambush Party,Homelands,60,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.17
1,1,Amnesia,The Dark,110,Good (Lightly Played),English,0,signed,0,0,0,0,0,Uncommon,$0.50,$0.64
1,1,Amnesia,The Dark,41,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.50,$0.64
5,5,Amphibious Kavu,Planeshift,92,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Amrou Kithkin,Fourth Edition,7,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
4,4,Amrou Kithkin,Legends,103,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.19
1,1,Amulet of Kroog,Antiquities,141,Played,English,0,0,0,0,0,0,0,Common,$0.15,$0.19
1,1,Amulet of Unmaking,Mirage,73,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.33
4,4,An-Havva Township,Homelands,177,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.20
4,4,Ana Disciple,Apocalypse,2,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
7,7,Ana Sanctuary,Apocalypse,150,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.18
1,1,Anaba Bodyguard,Classic Sixth Edition,49,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
1,1,Anaba Shaman,Classic Sixth Edition,28,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Anaba Shaman,Homelands,236,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
31,8,"Anafenza, Kin-Tree Spirit",Dragons of Tarkir,36,Near Mint,English,0,0,0,0,0,0,0,Rare,$2.00,$2.08
44,8,"Anafenza, the Foremost",Khans of Tarkir,292,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$1.75,$1.68
1,1,Anarchist,Exodus,48,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
30,8,Anax and Cymede,Theros,130,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.28
4,4,Ancestral Mask,Mercadian Masques,89,Near Mint,English,0,0,0,0,0,0,0,Common,$0.40,$0.74
1,1,Ancestral Vision,Duel Decks: Jace vs. Chandra,249,Near Mint,Japanese,0,0,0,0,0,0,0,Rare,$54.34,$47.96
2,2,Ancient Hydra,Nemesis,214,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.21
4,4,Ancient Kavu,Invasion,47,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Ancient Spider,Planeshift,228,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.34
8,8,Ancient Spring,Invasion,133,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.17
14,8,Angel of Deliverance,Shadows over Innistrad,229,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.27
44,8,Angel of Flight Alabaster,Innistrad,65,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.32
28,8,Angel of Glory's Rise,Avacyn Restored,183,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.33
1,1,Angel of Mercy,Invasion,134,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.20
15,8,Angel of Serenity,Return to Ravnica,124,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$1.25,$1.47
1,1,Angel's Trumpet,Urza's Legacy,175,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.25,$0.26
5,5,Angelfire Crusader,Apocalypse,87,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
44,8,Angelic Captain,Battle for Zendikar,101,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.27
2,2,Angelic Curator,Urza's Legacy,135,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.16
4,4,Angelic Favor,Nemesis,136,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.21
1,1,Angelic Overseer,Innistrad,41,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$2.25,$2.25
1,1,Angelic Page,Urza's Saga,131,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.16
8,8,Angelic Skirmisher,Gatecrash,346,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.65,$0.73
32,8,Anger of the Gods,Theros,16,Near Mint,English,0,0,0,0,0,0,0,Rare,$2.25,$2.24
2,2,Angry Mob,The Dark,128,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.23
17,8,Anguished Unmaking,Shadows over Innistrad,18,Near Mint,English,0,0,0,0,0,0,0,Rare,$1.75,$2.12
1,1,"Animar, Soul of Elements",Commander,281,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$24.00,$23.69
1,1,Animate Artifact,Revised Edition,168,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.18
3,3,Animate Dead,Revised Edition,271,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$1.25,$1.14
4,4,Animate Land,Nemesis,93,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.23
34,8,Animist's Awakening,Magic Origins,138,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.90,$0.98
1,1,Ankh of Mishra,Classic Sixth Edition,113,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.75,$0.80
4,4,Ankh of Mishra,Revised Edition,42,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.55,$0.52
35,8,Ankle Shanker,Khans of Tarkir,114,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.27
3,3,Annihilate,Invasion,4,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.20
2,2,Annul,Urza's Saga,95,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.16
56,8,"Anthousa, Setessan Hero",Theros,53,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.15,$0.23
1,1,Anti-Magic Aura,Legends,22,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.21
1,1,Apathy,Weatherlight,2,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Apprentice Necromancer,Urza's Destiny,36,Near Mint,English,0,0,0,0,0,0,0,Rare,$1.50,$1.45
1,1,Apprentice Wizard,Fourth Edition,8,Good (Lightly Played),English,0,0,0,0,0,0,0,Rare,$0.15,$0.17
1,1,Apprentice Wizard,The Dark,327,Near Mint,English,0,0,0,0,0,0,0,Common,$0.93,$1.03
8,8,Arachnus Spinner,Magic 2012,142,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.26
27,8,Arashin Foremost,Dragons of Tarkir,51,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.65,$0.61
28,8,Arashin Sovereign,Dragons of Tarkir,299,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.32
19,8,Arbiter of the Ideal,Born of the Gods,63,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.26
47,8,Arbor Colossus,Theros,11,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.25
2,2,Arboria,Legends,318,Good (Lightly Played),English,0,0,0,0,0,0,0,Uncommon,$9.02,$8.85
1,1,Arc Lightning,Urza's Saga,33,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.16
5,5,Arc Mage,Nemesis,214,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.20
38,8,Arcane Melee,Avacyn Restored,161,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.30
33,8,Arcbond,Fate Reforged,161,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.25
2,2,Arcbound Ravager,Darksteel,92,Good (Lightly Played),English,0,0,0,0,0,0,0,Rare,$40.70,$44.14
5,5,Archaeological Dig,Invasion,174,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.25,$0.31
2,2,Archangel Avacyn,Shadows over Innistrad,279,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$20.75,$21.16
1,1,Archangel of Thune,Magic 2014 Core Set,44,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$22.75,$24.12
7,7,Archangel of Tithes,Magic Origins,143,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$5.00,$5.69
13,8,Archangel's Light,Dark Ascension,251,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$0.99,$0.84
23,8,Archfiend of Depravity,Fate Reforged,5,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.55,$0.59
9,8,Archon of Justice,Magic 2012,226,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.32
76,8,Archon of the Triumvirate,Return to Ravnica,186,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.26
32,8,Archwing Dragon,Avacyn Restored,81,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.45,$0.42
1,1,Arctic Foxes,Ice Age,1,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
9,8,Arctic Merfolk,Planeshift,145,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Arcum's Sleigh,Ice Age,21,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.17
1,1,Arcum's Whistle,Ice Age,238,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.19
4,4,Ardent Soldier,Invasion,241,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
4,4,Arena,Media Inserts,103,Near Mint,English,0,0,0,0,0,0,0,Special,$0.00,$1.34
1,1,Arena of the Ancients,Legends,55,Good (Lightly Played),English,0,0,0,0,0,0,0,Rare,$4.39,$5.47
10,8,Argent Sphinx,Scars of Mirrodin,201,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.26
1,1,Argivian Archaeologist,Antiquities,224,Near Mint,English,0,0,0,0,0,0,0,Rare,$18.75,$17.87
1,1,Argivian Blacksmith,Antiquities,327,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.20
1,1,Argothian Pixies,Antiquities,93,Played,English,0,0,0,0,0,0,0,Common,$0.15,$0.20
1,1,Argothian Swine,Urza's Saga,152,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
1,1,Argothian Treefolk,Antiquities,104,Played,English,0,0,0,0,0,0,0,Common,$0.15,$0.20
2,2,Argothian Treefolk,Antiquities,145,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.20
1,1,Argothian Wurm,Urza's Saga,208,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.75,$1.05
8,8,Arlinn Kord,Shadows over Innistrad,53,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$11.00,$11.31
23,8,Armada Wurm,Return to Ravnica,124,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$0.99,$0.98
5,5,Armadillo Cloak,Invasion,17,Near Mint,English,0,0,0,0,0,0,0,Common,$0.40,$0.46
1,1,Armageddon Clock,Revised Edition,186,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.30
1,1,Armageddon Clock,Fourth Edition,103,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.29
2,2,Armor of Faith,Ice Age,138,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
2,2,Armor of Thorns,Mirage,139,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
4,4,Armor Thrull,Fallen Empires,27,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.17
4,4,Armor Thrull,Fallen Empires,144,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.17
5,5,Armor Thrull,Fallen Empires,5,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.17
7,7,Armor Thrull,Fallen Empires,210,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Armored Pegasus,Classic Sixth Edition,52,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
1,1,Armorer Guildmage,Mirage,171,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Arms Dealer,Mercadian Masques,198,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.23
1,1,Army Ants,Visions,105,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.19
3,3,Army of the Damned,Innistrad,120,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$2.50,$2.53
1,1,Arrest,Mercadian Masques,137,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.20
4,4,Artifact Blast,Antiquities,258,Near Mint,English,0,0,0,0,0,0,0,Common,$0.25,$0.29
2,2,Artifact Mutation,Invasion,70,Near Mint,English,0,0,0,0,0,0,0,Rare,$2.00,$2.04
1,1,Artifact Possession,Antiquities,54,Good (Lightly Played),English,0,0,0,0,0,0,0,Common,$0.15,$0.19
2,2,Artifact Possession,Antiquities,53,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.19
1,1,Artifact Ward,Antiquities,59,Good (Lightly Played),English,0,0,0,0,0,0,0,Common,$0.15,$0.21
3,3,Artifact Ward,Antiquities,67,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.21
60,8,Artisan of Forms,Theros,83,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.25
2,2,Ascendant Evincar,Nemesis,106,Near Mint,English,0,0,0,0,0,0,0,Rare,$1.00,$1.01
2,2,Asceticism,Scars of Mirrodin,75,Near Mint,English,0,0,0,0,0,0,0,Rare,$9.50,$9.47
32,8,Ash Zealot,Return to Ravnica,209,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.65,$0.62
11,8,Ashcloud Phoenix,Khans of Tarkir,271,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$0.99,$0.68
1,1,Ashen Ghoul,Ice Age,113,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.25,$0.32
27,8,Ashen Rider,Theros,43,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$1.25,$1.16
5,5,Ashes to Ashes,The Dark,180,Near Mint,English,0,0,0,0,0,0,0,Common,$0.25,$0.27
1,1,"Ashiok, Nightmare Weaver",Theros,84,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$7.00,$7.27
1,1,Ashnod's Altar,Antiquities,55,Good (Lightly Played),English,0,0,0,0,0,0,0,Uncommon,$10.87,$11.26
1,1,Ashnod's Transmogrant,Antiquities,36,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.25,$0.39
1,1,Assault // Battery,Invasion,152,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$0.15,$0.18
27,8,Assault Formation,Dragons of Tarkir,148,Near Mint,English,0,0,0,0,0,0,0,Rare,$1.25,$1.34
16,8,Assemble the Legion,Gatecrash,72,Near Mint,English,0,0,0,0,0,0,0,Rare,$1.50,$1.49
24,8,Astral Cornucopia,Born of the Gods,33,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.36
9,8,Asylum Visitor,Shadows over Innistrad,38,Near Mint,English,0,0,0,0,0,0,0,Rare,$1.00,$1.17
1,1,"Atalya, Samite Master",Invasion,111,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.55,$0.55
35,8,"Atarka, World Render",Fate Reforged,70,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.55,$0.55
1,1,Atarka's Command,Dragons of Tarkir,316,Near Mint,English,0,0,0,0,0,0,0,Rare,$5.75,$6.39
8,8,"Athreos, God of Passage",Journey into Nyx,221,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$11.25,$12.25
6,6,Atog,Revised Edition,92,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.18
7,7,Aura Blast,Planeshift,128,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.16
2,2,Aura Flux,Urza's Legacy,124,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
6,6,Aura Fracture,Prophecy,251,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Aura Mutation,Invasion,107,Near Mint,English,0,0,0,0,0,0,0,Rare,$1.75,$1.62
1,1,Aura of Silence,Weatherlight,380,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$1.50,$1.41
1,1,Aura Shards,Invasion,55,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$5.75,$5.77
2,2,"Aurelia, the Warleader",Gatecrash,141,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$4.25,$4.41
16,8,Aurelia's Fury,Gatecrash,104,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$1.00,$1.13
1,1,Aurochs,Ice Age,128,Near Mint,English,0,0,0,0,0,0,0,Common,$0.15,$0.15
8,8,Aurora Griffin,Planeshift,2,Near Mint,English,0,0,0,0,0,0,0,Common,$0.10,$0.14
1,1,Austere Command,Lorwyn,22,Near Mint,English,0,0,0,0,0,0,0,Rare,$10.50,$10.31
2,2,"Avacyn, Angel of Hope",Avacyn Restored,225,Near Mint,English,0,0,0,0,0,0,0,Rare,$24.75,$25.65
12,8,"Avacyn, Guardian Angel",Magic 2015 Core Set,171,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$0.65,$0.62
19,8,Avacyn's Judgment,Shadows over Innistrad,43,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.65,$0.73
1,1,Avalanche Riders,Urza's Legacy,44,Near Mint,English,0,0,0,0,0,0,0,Uncommon,$1.25,$1.21
29,8,Avalanche Tusker,Khans of Tarkir,12,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.30,$0.26
2,2,Avarice Amulet,Magic 2015 Core Set,169,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.15,$0.23
12,8,Avaricious Dragon,Magic Origins,80,Near Mint,English,0,0,0,0,0,0,0,MythicRare,$1.50,$1.59
1,1,Avatar of Might,Prophecy,210,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.65,$0.60
67,8,Avatar of the Resolute,Dragons of Tarkir,206,Near Mint,English,0,0,0,0,0,0,0,Rare,$1.00,$1.09
1,1,Avatar of Will,Prophecy,172,Near Mint,English,0,0,0,0,0,0,0,Rare,$0.65,$0.64
2,2,Avatar of Woe,Prophecy,89,Near Mint,English,0,0,0,0,0,0,0,Rare,$3.00,$3.22
